WatchName,WatchType,Price,CreationYear,MovementID,CompanyName
Violent,Sport,3120.000000000000,1854.000000000000,Calibre 5,Omega
Pecan,Dress,4640.000000000000,1992.000000000000,El Primero 400B,Audemars Piguet
Iron,Smart,320.000000000000,2007.000000000000,Caliber 5000,Jaeger-LeCoultre
Well,Automatic,1875.000000000000,1975.000000000000,Valjoux 7750,Tissot
Roth,Digital,5015.000000000000,1989.000000000000,Quartz,Audemars Piguet
Eigenstate,Smart,7510.000000000000,1930.000000000000,Calibre 5,Apple
Napkin,Smart,2250.000000000000,1916.000000000000,8500,Jaeger-LeCoultre
Deconvolve,Automatic,5765.000000000000,1864.000000000000,JLC 965,Tissot
Ifni,Dress,6435.000000000000,1885.000000000000,Caliber 5000,Tag Heuer
Invocable,Dress,880.000000000000,1927.000000000000,ETA-2824,Maurice Lacroix
Dogtrot,Dress,7205.000000000000,1944.000000000000,JLC 965,Audemars Piguet
Jefferson,Digital,9100.000000000000,1942.000000000000,El Primero 400B,Zenith
Ague,Dress,40.000000000000,1891.000000000000,Calibre 5,IWC
Oncology,Diving,4120.000000000000,1968.000000000000,Quartz,Casio
Gaelic,Sport,8950.000000000000,1942.000000000000,Valjoux 7750,Tag Heuer
Comprehension,Dress,3265.000000000000,1991.000000000000,Valjoux 7750,Jaeger-LeCoultre
Opel,Pilot,3125.000000000000,1965.000000000000,Caliber 2121,Jaeger-LeCoultre
Ongoing,Sport,615.000000000000,1959.000000000000,Valjoux 7750,Apple
Trash,Dress,420.000000000000,1970.000000000000,Caliber 2121,Tissot
Lac,Smart,7525.000000000000,1935.000000000000,Quartz,Tag Heuer
Stepmother,Pilot,4915.000000000000,1864.000000000000,Calibre 5,Audemars Piguet
Tapir,Dress,655.000000000000,1950.000000000000,Caliber 5000,Casio
Hercules,Smart,7140.000000000000,1920.000000000000,ETA-2824,Tag Heuer
Sykes,Digital,310.000000000000,1946.000000000000,Quartz,Apple
Holler,Automatic,3970.000000000000,1914.000000000000,El Primero 400B,IWC
Unbeknownst,Diving,2700.000000000000,1943.000000000000,ETA-2824,Omega
Uranyl,Digital,3905.000000000000,1919.000000000000,ML 159,IWC
Critter,Automatic,1275.000000000000,1926.000000000000,Caliber 5000,Jaeger-LeCoultre
Glaze,Automatic,80.000000000000,1993.000000000000,JLC 965,Casio
Topsy,Sport,8780.000000000000,1907.000000000000,Caliber 5000,Tissot
Mathewson,Dress,8805.000000000000,1850.000000000000,Valjoux 7750,Tissot
Necromantic,Smart,2635.000000000000,1976.000000000000,JLC 965,Omega
Norton,Dress,9355.000000000000,2010.000000000000,Caliber 2121,Maurice Lacroix
Egocentric,Dress,8990.000000000000,1925.000000000000,8500,Apple
Abound,Sport,1435.000000000000,1997.000000000000,ETA-2824,Jaeger-LeCoultre
Ambiguity,Smart,5710.000000000000,1961.000000000000,8500,Casio
Crucify,Diving,880.000000000000,1984.000000000000,Caliber 2121,IWC
Impressive,Pilot,4375.000000000000,1931.000000000000,JLC 965,IWC
Flare,Digital,1835.000000000000,1972.000000000000,Caliber 2121,Omega
Laze,Automatic,5045.000000000000,1931.000000000000,Quartz,Zenith
Pushbutton,Pilot,1865.000000000000,1856.000000000000,Valjoux 7750,Apple
Politicking,Diving,1795.000000000000,1932.000000000000,Quartz,Zenith
Humphrey,Automatic,1420.000000000000,1935.000000000000,Valjoux 7750,Maurice Lacroix
Bouillabaisse,Smart,5945.000000000000,2009.000000000000,ML 159,Tag Heuer
Gusset,Digital,7425.000000000000,1947.000000000000,Calibre 5,Tag Heuer
Expanse,Dress,6990.000000000000,1933.000000000000,ETA-2824,Casio
Reign,Diving,8630.000000000000,1940.000000000000,ETA-2824,Tag Heuer
Whenever,Diving,4965.000000000000,1969.000000000000,ML 159,Casio
Unction,Dress,2105.000000000000,1864.000000000000,ML 159,Maurice Lacroix
Marjoram,Sport,2835.000000000000,1995.000000000000,Calibre 5,Zenith
Adlerian,Dress,3515.000000000000,1860.000000000000,Valjoux 7750,Casio
Remington,Diving,8380.000000000000,1912.000000000000,ETA-2824,Jaeger-LeCoultre
Impoverish,Automatic,9620.000000000000,1885.000000000000,ML 159,Maurice Lacroix
Bereave,Dress,1045.000000000000,1958.000000000000,8500,Audemars Piguet
Mouthpiece,Dress,9440.000000000000,1850.000000000000,JLC 965,Tissot
Lisa,Sport,8880.000000000000,2014.000000000000,JLC 965,Tissot
Diebold,Smart,4275.000000000000,2015.000000000000,JLC 965,Jaeger-LeCoultre
Kristin,Sport,9735.000000000000,1857.000000000000,8500,Casio
Smother,Smart,670.000000000000,1945.000000000000,El Primero 400B,Tissot
Bourgeoisie,Smart,1405.000000000000,1962.000000000000,ETA-2824,Tissot
Athens,Sport,2360.000000000000,1924.000000000000,Quartz,Casio
Searchlight,Smart,9150.000000000000,1858.000000000000,8500,Tissot
Bespeak,Diving,9345.000000000000,1863.000000000000,Quartz,Audemars Piguet
Cypress,Pilot,5555.000000000000,1865.000000000000,ETA-2824,Audemars Piguet
Muff,Digital,3795.000000000000,1991.000000000000,JLC 965,Zenith
Kingston,Smart,2420.000000000000,1887.000000000000,Caliber 5000,Maurice Lacroix
Emitted,Pilot,3780.000000000000,1935.000000000000,Calibre 5,Tag Heuer
Accentual,Pilot,4950.000000000000,1995.000000000000,Calibre 5,IWC
Bulldoze,Automatic,1215.000000000000,1946.000000000000,Caliber 5000,Tissot
Tarry,Digital,9340.000000000000,2000.000000000000,Calibre 5,Casio
Balance,Diving,5085.000000000000,1970.000000000000,8500,Omega
Airspeed,Automatic,3355.000000000000,1867.000000000000,El Primero 400B,Casio
Meniscus,Digital,2705.000000000000,1879.000000000000,Quartz,Audemars Piguet
Ingestible,Dress,5445.000000000000,2018.000000000000,Calibre 5,Maurice Lacroix
Lexington,Diving,2485.000000000000,1863.000000000000,Valjoux 7750,Jaeger-LeCoultre
Allentown,Diving,1270.000000000000,1861.000000000000,ETA-2824,Omega
Matchmake,Sport,325.000000000000,1867.000000000000,Quartz,Omega
Tapa,Sport,1690.000000000000,1985.000000000000,Calibre 5,Tissot
Nuclei,Pilot,1385.000000000000,1941.000000000000,Caliber 5000,Apple
Heathen,Sport,1485.000000000000,1865.000000000000,Quartz,Apple
Tenney,Smart,8935.000000000000,1887.000000000000,Quartz,Apple
Tam,Smart,3190.000000000000,1978.000000000000,8500,Casio
Angus,Automatic,2200.000000000000,1872.000000000000,Caliber 5000,Apple
Demure,Smart,3560.000000000000,2006.000000000000,JLC 965,Apple
Ductile,Digital,835.000000000000,1974.000000000000,JLC 965,IWC
None,Automatic,75.000000000000,1985.000000000000,Calibre 5,Omega
Pitchstone,Digital,8600.000000000000,2007.000000000000,El Primero 400B,Audemars Piguet
Trw,Automatic,9275.000000000000,1988.000000000000,Valjoux 7750,Casio
Fritter,Dress,5260.000000000000,1986.000000000000,JLC 965,Casio
Wilkinson,Dress,2205.000000000000,1963.000000000000,Quartz,Jaeger-LeCoultre
Ova,Automatic,5045.000000000000,1973.000000000000,Quartz,Zenith
Ignominious,Digital,2365.000000000000,1917.000000000000,Valjoux 7750,Zenith
Grep,Dress,4280.000000000000,1918.000000000000,Caliber 5000,Tag Heuer
Euphemism,Smart,1590.000000000000,1953.000000000000,Quartz,Jaeger-LeCoultre
Oppress,Sport,2310.000000000000,1892.000000000000,Calibre 5,Casio
Nroff,Smart,2305.000000000000,1928.000000000000,Caliber 5000,Maurice Lacroix
Any,Dress,8080.000000000000,2013.000000000000,El Primero 400B,IWC
Electorate,Digital,9090.000000000000,1965.000000000000,JLC 965,Tag Heuer
Spine,Diving,6690.000000000000,1935.000000000000,Calibre 5,Tissot
Newman,Pilot,665.000000000000,1997.000000000000,ETA-2824,Casio
Bract,Digital,8875.000000000000,1859.000000000000,Caliber 5000,Audemars Piguet
Glutamine,Sport,5445.000000000000,1887.000000000000,ETA-2824,Apple
Holman,Automatic,8245.000000000000,1999.000000000000,Caliber 2121,Maurice Lacroix
Hewn,Automatic,960.000000000000,1995.000000000000,Quartz,Apple
Cognac,Dress,7495.000000000000,1869.000000000000,8500,Maurice Lacroix
Kaufman,Smart,3205.000000000000,1895.000000000000,Caliber 2121,Maurice Lacroix
Thematic,Pilot,2160.000000000000,1871.000000000000,Caliber 2121,Casio
Reuters,Dress,2645.000000000000,1927.000000000000,Caliber 5000,Tissot
Sabra,Automatic,860.000000000000,1992.000000000000,ML 159,IWC
Roar,Dress,6565.000000000000,1939.000000000000,8500,Casio
Jut,Pilot,6885.000000000000,1914.000000000000,Quartz,Jaeger-LeCoultre
Longitudinal,Sport,8855.000000000000,1900.000000000000,Quartz,Jaeger-LeCoultre
Americium,Sport,3375.000000000000,2010.000000000000,Caliber 5000,Apple
Crossway,Pilot,8580.000000000000,1883.000000000000,Caliber 5000,Omega
Wastrel,Automatic,3895.000000000000,1896.000000000000,Caliber 2121,Tissot
Crosstalk,Pilot,865.000000000000,1909.000000000000,El Primero 400B,Tag Heuer
Germany,Pilot,1425.000000000000,1981.000000000000,Caliber 2121,Audemars Piguet
Moot,Smart,2550.000000000000,1954.000000000000,ML 159,Maurice Lacroix
Brief,Smart,6995.000000000000,1883.000000000000,Quartz,Audemars Piguet
Biopsy,Diving,3205.000000000000,1967.000000000000,8500,Audemars Piguet
Weldon,Dress,290.000000000000,1888.000000000000,Caliber 2121,IWC
Downside,Sport,9480.000000000000,1906.000000000000,8500,Tissot
Re,Sport,7865.000000000000,1951.000000000000,ML 159,Casio
Forgery,Diving,6590.000000000000,2009.000000000000,ML 159,Zenith
Sonnet,Dress,4025.000000000000,1974.000000000000,ETA-2824,IWC
Firelight,Smart,2525.000000000000,1932.000000000000,JLC 965,Apple
Clerk,Digital,925.000000000000,1894.000000000000,Calibre 5,Maurice Lacroix
Homicidal,Diving,9385.000000000000,1920.000000000000,Calibre 5,Zenith
Serious,Diving,1640.000000000000,1884.000000000000,Calibre 5,Zenith
Bagley,Sport,1725.000000000000,1983.000000000000,El Primero 400B,Maurice Lacroix
Scourge,Automatic,3390.000000000000,1851.000000000000,ETA-2824,Zenith
Circumcircle,Dress,4165.000000000000,1903.000000000000,Caliber 5000,Jaeger-LeCoultre
Struck,Smart,6200.000000000000,1919.000000000000,8500,Apple
Larkin,Smart,5310.000000000000,1986.000000000000,8500,IWC
Conformal,Dress,4430.000000000000,1869.000000000000,ETA-2824,Jaeger-LeCoultre
Notorious,Automatic,9320.000000000000,1995.000000000000,El Primero 400B,Jaeger-LeCoultre
Gustafson,Dress,9855.000000000000,1938.000000000000,ML 159,IWC
Aggressor,Pilot,4960.000000000000,1900.000000000000,JLC 965,Tissot
Besmirch,Digital,9445.000000000000,1875.000000000000,Caliber 2121,Tissot
Shanty,Smart,6030.000000000000,1935.000000000000,Caliber 5000,Maurice Lacroix
During,Diving,3290.000000000000,1937.000000000000,Quartz,Tissot
Midas,Automatic,5615.000000000000,2013.000000000000,ETA-2824,Tissot
Ha,Dress,5920.000000000000,1916.000000000000,Valjoux 7750,Omega
Shorefront,Smart,4240.000000000000,1908.000000000000,El Primero 400B,Tag Heuer
Down,Diving,7895.000000000000,1929.000000000000,ETA-2824,Tag Heuer
Symbol,Digital,1350.000000000000,1958.000000000000,ML 159,Casio
Crosshatch,Pilot,7585.000000000000,1938.000000000000,Calibre 5,Omega
Superfluous,Smart,1205.000000000000,1935.000000000000,JLC 965,Maurice Lacroix
Cock,Dress,6135.000000000000,1972.000000000000,El Primero 400B,Audemars Piguet
Hollister,Digital,7120.000000000000,1957.000000000000,Valjoux 7750,IWC
Collage,Sport,6740.000000000000,1864.000000000000,Quartz,Maurice Lacroix
Foray,Smart,9985.000000000000,1883.000000000000,Valjoux 7750,Maurice Lacroix
Sonny,Dress,6270.000000000000,1946.000000000000,JLC 965,Tag Heuer
Fountain,Digital,9305.000000000000,1881.000000000000,Caliber 2121,Apple
Ericsson,Automatic,9220.000000000000,1986.000000000000,El Primero 400B,Maurice Lacroix
Bruise,Dress,6110.000000000000,1851.000000000000,ETA-2824,Tag Heuer
Postgraduate,Dress,6710.000000000000,1898.000000000000,Valjoux 7750,IWC
Storey,Dress,775.000000000000,2002.000000000000,Caliber 5000,Tag Heuer
Crematory,Automatic,3130.000000000000,1870.000000000000,Quartz,Tag Heuer
Highwaymen,Diving,6910.000000000000,1862.000000000000,ETA-2824,Maurice Lacroix
Whit,Pilot,8905.000000000000,1933.000000000000,Quartz,Tag Heuer
Hayward,Sport,5230.000000000000,1909.000000000000,Caliber 2121,Maurice Lacroix
Cinnabar,Pilot,9915.000000000000,1964.000000000000,ML 159,IWC
Maladaptive,Digital,780.000000000000,2016.000000000000,Quartz,Maurice Lacroix
Til,Dress,60.000000000000,1987.000000000000,ETA-2824,Tissot
Madman,Smart,7005.000000000000,2017.000000000000,Caliber 2121,Zenith
Renown,Smart,290.000000000000,1886.000000000000,Caliber 2121,Maurice Lacroix
Casanova,Diving,6030.000000000000,1936.000000000000,Caliber 5000,Omega
Suture,Automatic,4020.000000000000,1919.000000000000,ETA-2824,IWC
Cycle,Automatic,3415.000000000000,1969.000000000000,Calibre 5,Omega
Fbi,Diving,815.000000000000,2013.000000000000,Quartz,Omega
Effete,Smart,325.000000000000,1963.000000000000,Caliber 5000,Casio
Assert,Dress,4065.000000000000,1903.000000000000,Caliber 5000,Tissot
Gorham,Sport,2785.000000000000,1968.000000000000,8500,Tag Heuer
Coniferous,Smart,3125.000000000000,1850.000000000000,Valjoux 7750,Audemars Piguet
Skye,Diving,6950.000000000000,1923.000000000000,Valjoux 7750,Zenith
Triangulum,Digital,8455.000000000000,1851.000000000000,Calibre 5,Jaeger-LeCoultre
Germanic,Diving,125.000000000000,1878.000000000000,8500,Jaeger-LeCoultre
Wince,Pilot,4015.000000000000,1970.000000000000,Caliber 2121,Tissot
Alphabet,Automatic,9360.000000000000,1879.000000000000,Valjoux 7750,IWC
Covert,Smart,9390.000000000000,1966.000000000000,ML 159,Casio
Millinery,Diving,1945.000000000000,1863.000000000000,Caliber 5000,Casio
Lurch,Automatic,9795.000000000000,1939.000000000000,Caliber 5000,Maurice Lacroix
Pediatrician,Dress,7375.000000000000,1996.000000000000,ML 159,IWC
Insomnia,Pilot,7545.000000000000,2018.000000000000,ML 159,IWC
Nitrogenous,Sport,1495.000000000000,1922.000000000000,El Primero 400B,IWC
Complete,Sport,9260.000000000000,1948.000000000000,Valjoux 7750,Tissot
Parrish,Pilot,9950.000000000000,1853.000000000000,El Primero 400B,Audemars Piguet
Brook,Dress,8795.000000000000,1973.000000000000,8500,IWC
Update,Automatic,3000.000000000000,1897.000000000000,El Primero 400B,IWC
Secretarial,Digital,3375.000000000000,1954.000000000000,Valjoux 7750,Zenith
Yard,Automatic,2040.000000000000,1942.000000000000,ETA-2824,Omega
Parley,Digital,8200.000000000000,1895.000000000000,ETA-2824,Audemars Piguet
Programming,Diving,8195.000000000000,1920.000000000000,El Primero 400B,Casio
Lest,Automatic,9160.000000000000,1852.000000000000,Calibre 5,Tissot
Brave,Pilot,9270.000000000000,1967.000000000000,Valjoux 7750,Audemars Piguet
Soma,Dress,970.000000000000,1895.000000000000,El Primero 400B,Apple
Prayerful,Pilot,6725.000000000000,1930.000000000000,8500,Maurice Lacroix
Stall,Pilot,675.000000000000,1871.000000000000,Quartz,Tag Heuer
Nonchalant,Dress,7595.000000000000,1937.000000000000,Caliber 5000,Tag Heuer
Borderline,Automatic,1770.000000000000,1964.000000000000,ETA-2824,Jaeger-LeCoultre
Addis,Digital,4630.000000000000,1920.000000000000,JLC 965,Omega
Draft,Dress,9085.000000000000,1858.000000000000,Caliber 2121,Casio
Superstition,Digital,7155.000000000000,1865.000000000000,Valjoux 7750,Zenith
Samurai,Automatic,9495.000000000000,2017.000000000000,Valjoux 7750,Apple
Montmartre,Automatic,9715.000000000000,1936.000000000000,Caliber 2121,Audemars Piguet
Also,Pilot,8100.000000000000,1963.000000000000,ML 159,Tissot
Shaffer,Sport,4060.000000000000,1923.000000000000,El Primero 400B,Casio
Gibby,Automatic,6210.000000000000,1874.000000000000,ETA-2824,Casio
Madrigal,Digital,3050.000000000000,1970.000000000000,ETA-2824,Maurice Lacroix
Astride,Smart,7555.000000000000,1883.000000000000,ETA-2824,Zenith
Armament,Sport,1680.000000000000,1917.000000000000,El Primero 400B,Maurice Lacroix
Exact,Automatic,6570.000000000000,1889.000000000000,El Primero 400B,Apple
Servicemen,Pilot,9120.000000000000,1905.000000000000,8500,Tag Heuer
Fro,Automatic,7770.000000000000,1943.000000000000,JLC 965,Tag Heuer
Scalp,Dress,8860.000000000000,1924.000000000000,JLC 965,Casio
Methuselah,Automatic,4090.000000000000,1992.000000000000,Caliber 5000,Zenith
Purview,Dress,3930.000000000000,1935.000000000000,8500,Apple
Thatch,Digital,7395.000000000000,1890.000000000000,Caliber 2121,Apple
Internal,Pilot,6650.000000000000,1922.000000000000,ML 159,Omega
Ribald,Dress,1175.000000000000,1962.000000000000,8500,Casio
Oboist,Digital,4895.000000000000,1988.000000000000,ETA-2824,Casio
Excommunicate,Sport,4075.000000000000,2015.000000000000,8500,Jaeger-LeCoultre
Clifford,Pilot,7860.000000000000,1864.000000000000,8500,Zenith
Chadwick,Automatic,6375.000000000000,1948.000000000000,ETA-2824,IWC
Millennia,Smart,1390.000000000000,1882.000000000000,ML 159,IWC
Supple,Pilot,5935.000000000000,2007.000000000000,El Primero 400B,Jaeger-LeCoultre
Nominee,Pilot,2510.000000000000,2003.000000000000,Calibre 5,Omega
Ozone,Digital,20.000000000000,1958.000000000000,8500,Tag Heuer
Spaniard,Automatic,345.000000000000,1934.000000000000,JLC 965,Casio
Vasquez,Smart,3490.000000000000,1984.000000000000,Caliber 5000,Omega
Leash,Sport,8015.000000000000,2014.000000000000,Caliber 2121,Casio
Warm,Sport,1370.000000000000,1867.000000000000,Valjoux 7750,Zenith
Rooftop,Smart,7520.000000000000,1879.000000000000,Caliber 5000,Maurice Lacroix
Southwest,Automatic,3815.000000000000,1899.000000000000,ETA-2824,Zenith
Cassiopeia,Smart,4985.000000000000,1981.000000000000,ML 159,Jaeger-LeCoultre
Chondrite,Sport,8580.000000000000,1937.000000000000,8500,Zenith
Talky,Smart,6065.000000000000,1859.000000000000,ML 159,Jaeger-LeCoultre
Garish,Dress,4755.000000000000,1972.000000000000,JLC 965,Jaeger-LeCoultre
Plaything,Digital,2465.000000000000,1914.000000000000,8500,Tissot
Accrual,Sport,4760.000000000000,1938.000000000000,Quartz,Tag Heuer
Aloft,Smart,9190.000000000000,1977.000000000000,El Primero 400B,Audemars Piguet
Lacunae,Digital,9805.000000000000,1935.000000000000,Caliber 2121,Tag Heuer
Posterity,Digital,5280.000000000000,1950.000000000000,Caliber 2121,Maurice Lacroix
Aquila,Pilot,4285.000000000000,1867.000000000000,Caliber 2121,Casio
Custody,Pilot,9515.000000000000,1895.000000000000,Caliber 5000,Tag Heuer
Wax,Dress,2900.000000000000,2005.000000000000,Calibre 5,Maurice Lacroix
Screwbean,Digital,3835.000000000000,1950.000000000000,Caliber 5000,Casio
Alcove,Automatic,9170.000000000000,1976.000000000000,El Primero 400B,Apple
Mechanist,Pilot,6415.000000000000,1891.000000000000,JLC 965,Omega
Harebrained,Smart,4350.000000000000,1978.000000000000,El Primero 400B,Tag Heuer
Fungicide,Digital,2060.000000000000,1999.000000000000,ETA-2824,Maurice Lacroix
Mcgee,Automatic,8610.000000000000,1937.000000000000,Valjoux 7750,Tissot
Camelback,Automatic,5085.000000000000,1917.000000000000,8500,Casio
Grasshopper,Smart,7270.000000000000,1884.000000000000,JLC 965,Apple
Morris,Dress,9500.000000000000,2006.000000000000,ETA-2824,Casio
Vasectomy,Pilot,4685.000000000000,1932.000000000000,Caliber 2121,Maurice Lacroix
Entrepreneurial,Pilot,4655.000000000000,1960.000000000000,Valjoux 7750,Jaeger-LeCoultre
Poppy,Pilot,685.000000000000,1994.000000000000,ML 159,Zenith
Parimutuel,Sport,8210.000000000000,2014.000000000000,Caliber 2121,Tissot
Nov,Diving,1705.000000000000,1908.000000000000,Valjoux 7750,Tag Heuer
Appetite,Smart,5035.000000000000,2000.000000000000,El Primero 400B,Casio
Psychotherapy,Diving,8980.000000000000,1854.000000000000,ML 159,Zenith
Copious,Pilot,7705.000000000000,2015.000000000000,Caliber 2121,Audemars Piguet
Bombay,Diving,2935.000000000000,2016.000000000000,El Primero 400B,Audemars Piguet
Adonis,Digital,8360.000000000000,1958.000000000000,ML 159,Tissot
Dermatology,Digital,9345.000000000000,1899.000000000000,Caliber 2121,IWC
Parsnip,Pilot,5675.000000000000,1882.000000000000,El Primero 400B,Casio
Cooky,Smart,3485.000000000000,1868.000000000000,Valjoux 7750,Jaeger-LeCoultre
Andesine,Smart,3650.000000000000,1874.000000000000,ETA-2824,Audemars Piguet
Tenderloin,Pilot,5155.000000000000,1938.000000000000,Caliber 5000,Omega
Laid,Sport,4730.000000000000,1980.000000000000,Calibre 5,Audemars Piguet
Fossiliferous,Smart,8220.000000000000,1988.000000000000,Quartz,Omega
Snowfall,Digital,8630.000000000000,1915.000000000000,Caliber 5000,Maurice Lacroix
Beaumont,Smart,7860.000000000000,2009.000000000000,8500,Jaeger-LeCoultre
Astraddle,Automatic,4160.000000000000,1913.000000000000,Caliber 5000,Casio
Angeline,Smart,570.000000000000,1980.000000000000,JLC 965,Casio
Fall,Smart,1965.000000000000,1866.000000000000,ETA-2824,Tag Heuer
Peridotite,Automatic,6855.000000000000,1977.000000000000,Calibre 5,Audemars Piguet
Ashtray,Pilot,5645.000000000000,1882.000000000000,Caliber 2121,Zenith
Footprint,Smart,3175.000000000000,1904.000000000000,8500,Zenith
Kobayashi,Sport,5995.000000000000,2015.000000000000,El Primero 400B,Zenith
Sofa,Automatic,6430.000000000000,1874.000000000000,Calibre 5,Maurice Lacroix
Technician,Digital,6365.000000000000,1924.000000000000,Caliber 2121,IWC
Prompt,Digital,580.000000000000,1878.000000000000,JLC 965,Apple
Motivate,Sport,2450.000000000000,1887.000000000000,ML 159,Maurice Lacroix
Seed,Digital,6415.000000000000,2018.000000000000,Valjoux 7750,Maurice Lacroix
Valhalla,Smart,3835.000000000000,1893.000000000000,Caliber 5000,Apple
Surface,Diving,110.000000000000,1882.000000000000,Caliber 5000,Casio
High,Automatic,2755.000000000000,1966.000000000000,JLC 965,Jaeger-LeCoultre
Ariadne,Smart,2675.000000000000,1934.000000000000,El Primero 400B,Jaeger-LeCoultre
P,Diving,7520.000000000000,1979.000000000000,JLC 965,Audemars Piguet
Todd,Dress,6240.000000000000,1899.000000000000,Quartz,Omega
Injurious,Diving,7885.000000000000,2003.000000000000,JLC 965,Omega
Goose,Automatic,3305.000000000000,1914.000000000000,El Primero 400B,Audemars Piguet
Admiralty,Digital,8300.000000000000,2018.000000000000,8500,Zenith
Search,Automatic,9065.000000000000,1962.000000000000,ETA-2824,Audemars Piguet
Homebuilder,Smart,3510.000000000000,1917.000000000000,El Primero 400B,Audemars Piguet
Quickie,Automatic,1060.000000000000,1955.000000000000,8500,Omega
Ascertain,Smart,8450.000000000000,1887.000000000000,Caliber 5000,IWC
Dishwasher,Sport,8610.000000000000,1926.000000000000,Quartz,Audemars Piguet
Feeney,Smart,9695.000000000000,1905.000000000000,8500,Audemars Piguet
Ababa,Sport,1575.000000000000,2013.000000000000,8500,IWC
Expire,Sport,7195.000000000000,1889.000000000000,ETA-2824,Tissot
Embarrass,Smart,6215.000000000000,1872.000000000000,El Primero 400B,Maurice Lacroix
Rostrum,Pilot,2830.000000000000,1985.000000000000,JLC 965,Tag Heuer
Practice,Automatic,6720.000000000000,1902.000000000000,JLC 965,Tissot
Izvestia,Dress,6785.000000000000,1934.000000000000,El Primero 400B,Jaeger-LeCoultre
Hertz,Diving,6695.000000000000,1947.000000000000,Caliber 2121,Apple
Aventine,Digital,7995.000000000000,1952.000000000000,ML 159,Omega
Vernal,Automatic,6865.000000000000,1869.000000000000,Quartz,Omega
Cautionary,Sport,1880.000000000000,1878.000000000000,Calibre 5,Omega
Dally,Digital,1685.000000000000,1993.000000000000,Calibre 5,Tissot
Ton,Diving,1105.000000000000,2002.000000000000,Caliber 5000,Tissot
Profile,Pilot,7765.000000000000,1962.000000000000,Caliber 5000,Apple
Glyph,Dress,75.000000000000,2006.000000000000,El Primero 400B,Zenith
Cormorant,Smart,670.000000000000,1871.000000000000,Caliber 2121,Casio
William,Pilot,850.000000000000,1889.000000000000,Calibre 5,Tag Heuer
Subtlety,Sport,4835.000000000000,1885.000000000000,ML 159,Casio
Theorem,Pilot,6590.000000000000,1936.000000000000,8500,Tag Heuer
Bifocal,Automatic,2400.000000000000,1901.000000000000,Valjoux 7750,Omega
Injun,Pilot,6090.000000000000,2004.000000000000,Calibre 5,Casio
Creche,Pilot,4680.000000000000,2008.000000000000,Caliber 5000,Omega
Elastic,Smart,8390.000000000000,1947.000000000000,Caliber 2121,Apple
Candelabra,Dress,2190.000000000000,1889.000000000000,Valjoux 7750,IWC
Bremsstrahlung,Automatic,7025.000000000000,1919.000000000000,ETA-2824,Jaeger-LeCoultre
Scar,Smart,5845.000000000000,1916.000000000000,JLC 965,Maurice Lacroix
Calico,Automatic,8970.000000000000,1894.000000000000,ETA-2824,Audemars Piguet
Middleton,Dress,2100.000000000000,2007.000000000000,El Primero 400B,Audemars Piguet
Harriet,Automatic,8595.000000000000,2001.000000000000,8500,Omega
Smokehouse,Smart,2435.000000000000,1916.000000000000,8500,Omega
Balboa,Diving,6145.000000000000,1949.000000000000,El Primero 400B,Tag Heuer
Homomorphic,Digital,6950.000000000000,1889.000000000000,ETA-2824,Apple
Implantation,Pilot,3680.000000000000,1958.000000000000,ETA-2824,Zenith
Err,Digital,8900.000000000000,1994.000000000000,Calibre 5,Audemars Piguet
Bishopric,Dress,4535.000000000000,1871.000000000000,Valjoux 7750,Zenith
Jamestown,Dress,5535.000000000000,1895.000000000000,Caliber 2121,Audemars Piguet
Ambulant,Diving,7455.000000000000,1933.000000000000,Calibre 5,IWC
Proserpine,Sport,9850.000000000000,1885.000000000000,JLC 965,Audemars Piguet
Jurassic,Sport,1270.000000000000,1952.000000000000,Calibre 5,Apple
Cubicle,Smart,60.000000000000,1946.000000000000,8500,Casio
Bestseller,Dress,3570.000000000000,1980.000000000000,ETA-2824,Casio
Dutiable,Digital,6160.000000000000,1919.000000000000,Valjoux 7750,Tissot
Alamo,Automatic,3030.000000000000,1959.000000000000,Valjoux 7750,Audemars Piguet
Nereid,Automatic,2520.000000000000,1891.000000000000,ETA-2824,Casio
Ore,Pilot,5155.000000000000,1918.000000000000,Quartz,Audemars Piguet
Fetus,Digital,3425.000000000000,1901.000000000000,Valjoux 7750,Maurice Lacroix
Mamma,Automatic,6605.000000000000,1871.000000000000,8500,Zenith
Ks,Sport,8735.000000000000,1977.000000000000,Valjoux 7750,Casio
Withdrew,Digital,1425.000000000000,1912.000000000000,Calibre 5,Tissot
Boswell,Smart,6035.000000000000,1920.000000000000,Caliber 2121,Maurice Lacroix
Squawbush,Dress,200.000000000000,1938.000000000000,JLC 965,IWC
Plexiglas,Automatic,7840.000000000000,1953.000000000000,Caliber 2121,IWC
Crunch,Diving,3270.000000000000,1889.000000000000,Calibre 5,Apple
Whereof,Diving,5300.000000000000,1893.000000000000,8500,Jaeger-LeCoultre
Businessmen,Digital,3940.000000000000,1857.000000000000,Calibre 5,Jaeger-LeCoultre
Tremor,Smart,6465.000000000000,1943.000000000000,8500,Casio
Monologist,Diving,1455.000000000000,2012.000000000000,8500,Tag Heuer
Collar,Dress,3490.000000000000,1851.000000000000,Caliber 2121,Zenith
Plaster,Diving,2800.000000000000,1978.000000000000,8500,Zenith
Paraffin,Digital,1315.000000000000,1920.000000000000,Caliber 5000,Tissot
Aspirin,Automatic,8605.000000000000,1938.000000000000,Caliber 5000,Apple
